Sheet,Cell,Placeholder,Ryaku,Kind,Label
Sheet2,CX45,**[その他3]項目名称,その他3,項目名称,nonHDLコレステロール
Sheet2,DF45,**[その他3]基単,その他3,基単,nonHDLコレステロール
Sheet2,DM45,**[その他3]HL_1,その他3,HL_1,nonHDLコレステロール
Sheet2,DN45,**[その他3]結果値_1,その他3,結果値_1,nonHDLコレステロール
Sheet2,DQ45,**[その他3]HL_2,その他3,HL_2,nonHDLコレステロール
Sheet2,DR45,**[その他3]結果値_2,その他3,結果値_2,nonHDLコレステロール
Sheet2,DU45,**[その他3]HL_3,その他3,HL_3,nonHDLコレステロール
Sheet2,DV45,**[その他3]結果値_3,その他3,結果値_3,nonHDLコレステロール
Sheet2,CV46,**[その他4]判定_1,その他4,判定_1,
Sheet2,CX46,**[その他4]項目名称,その他4,項目名称,
Sheet2,DF46,**[その他4]基単,その他4,基単,
Sheet2,DM46,**[その他4]HL_1,その他4,HL_1,
Sheet2,DN46,**[その他4]結果値_1,その他4,結果値_1,
Sheet2,DQ46,**[その他4]HL_2,その他4,HL_2,
Sheet2,DR46,**[その他4]結果値_2,その他4,結果値_2,
Sheet2,DU46,**[その他4]HL_3,その他4,HL_3,
Sheet2,DV46,**[その他4]結果値_3,その他4,結果値_3,
Sheet2,CV47,**[その他5]判定_1,その他5,判定_1,治療中
Sheet2,CX47,**[その他5]項目名称,その他5,項目名称,治療中
Sheet2,DF47,**[その他5]基単,その他5,基単,治療中
Sheet2,DM47,**[その他5]HL_1,その他5,HL_1,治療中
Sheet2,DN47,**[その他5]結果値_1,その他5,結果値_1,治療中
Sheet2,DQ47,**[その他5]HL_2,その他5,HL_2,治療中
Sheet2,DR47,**[その他5]結果値_2,その他5,結果値_2,治療中
Sheet2,DU47,**[その他5]HL_3,その他5,HL_3,治療中
Sheet2,DV47,**[その他5]結果値_3,その他5,結果値_3,治療中
Sheet2,CV48,**[その他6]判定_1,その他6,判定_1,
Sheet2,CX48,**[その他6]項目名称,その他6,項目名称,
Sheet2,DF48,**[その他6]基単,その他6,基単,
Sheet2,DM48,**[その他6]HL_1,その他6,HL_1,
Sheet2,DN48,**[その他6]結果値_1,その他6,結果値_1,
Sheet2,DQ48,**[その他6]HL_2,その他6,HL_2,
Sheet2,DR48,**[その他6]結果値_2,その他6,結果値_2,
Sheet2,DU48,**[その他6]HL_3,その他6,HL_3,
Sheet2,DV48,**[その他6]結果値_3,その他6,結果値_3,
Sheet2,BX50,**[判定_胸部X線]判定_1,判定_胸部X線,判定_1,胸　部
Sheet2,BZ50,**[胸部X線1]結果値_1,胸部X線1,結果値_1,胸　部
Sheet2,CQ50,**[胸部X線1]結果値_2,胸部X線1,結果値_2,胸　部
Sheet2,DH50,**[胸部X線1]結果値_3,胸部X線1,結果値_3,胸　部
Sheet2,BZ51,**[胸部X線2]結果値_1,胸部X線2,結果値_1,前々回
Sheet2,CQ51,**[胸部X線2]結果値_2,胸部X線2,結果値_2,前々回
Sheet2,DH51,**[胸部X線2]結果値_3,胸部X線2,結果値_3,前々回
Sheet2,A52,**[業務歴1]結果値_1,業務歴1,結果値_1,
Sheet2,Q52,**[判定_身体計測]判定_1,判定_身体計測,判定_1,身体計測
Sheet2,AI52,**[身長]結果値_1,身長,結果値_1,身長〔cm〕
Sheet2,AS52,**[身長]結果値_2,身長,結果値_2,身長〔cm〕
Sheet2,BC52,**[身長]結果値_3,身長,結果値_3,身長〔cm〕
Sheet2,BZ52,**[胸部X線3]結果値_1,胸部X線3,結果値_1,身長〔cm〕
Sheet2,CQ52,**[胸部X線3]結果値_2,胸部X線3,結果値_2,身長〔cm〕
Sheet2,DH52,**[胸部X線3]結果値_3,胸部X線3,結果値_3,身長〔cm〕
Sheet2,A53,**[業務歴2]結果値_1,業務歴2,結果値_1,
Sheet2,AI53,**[体重]結果値_1,体重,結果値_1,体重〔kg〕
Sheet2,AS53,**[体重]結果値_2,体重,結果値_2,体重〔kg〕
Sheet2,BC53,**[体重]結果値_3,体重,結果値_3,体重〔kg〕
Sheet2,BX53,**[判定_心電図]判定_1,判定_心電図,判定_1,心電図
Sheet2,BZ53,**[心電図1]結果値_1,心電図1,結果値_1,心電図
Sheet2,CQ53,**[心電図1]結果値_2,心電図1,結果値_2,心電図
Sheet2,DH53,**[心電図1]結果値_3,心電図1,結果値_3,心電図
Sheet2,AI54,**[標準体重]結果値_1,標準体重,結果値_1,標準体重〔kg〕
Sheet2,AS54,**[標準体重]結果値_2,標準体重,結果値_2,標準体重〔kg〕
Sheet2,BC54,**[標準体重]結果値_3,標準体重,結果値_3,標準体重〔kg〕
Sheet2,BZ54,**[心電図2]結果値_1,心電図2,結果値_1,標準体重〔kg〕
Sheet2,CQ54,**[心電図2]結果値_2,心電図2,結果値_2,標準体重〔kg〕
Sheet2,DH54,**[心電図2]結果値_3,心電図2,結果値_3,標準体重〔kg〕
Sheet2,A55,**既往歴_状況1_1,,既往歴_状況1_1,
Sheet2,AB55,**[BMI]基準値,BMI,基準値,ＢＭＩ〔kg/㎡〕
Sheet2,AG55,**[BMI]HL_1,BMI,HL_1,ＢＭＩ〔kg/㎡〕
Sheet2,AI55,**[BMI]結果値_1,BMI,結果値_1,ＢＭＩ〔kg/㎡〕
Sheet2,AQ55,**[BMI]HL_2,BMI,HL_2,ＢＭＩ〔kg/㎡〕
Sheet2,AS55,**[BMI]結果値_2,BMI,結果値_2,ＢＭＩ〔kg/㎡〕
Sheet2,BA55,**[BMI]HL_3,BMI,HL_3,ＢＭＩ〔kg/㎡〕
Sheet2,BC55,**[BMI]結果値_3,BMI,結果値_3,ＢＭＩ〔kg/㎡〕
Sheet2,BS55,**[心拍数]基準値,心拍数,基準値,心拍数
Sheet2,BZ55,**[心拍数]HL_1,心拍数,HL_1,心拍数
Sheet2,CB55,**[心拍数]結果値_1,心拍数,結果値_1,心拍数
Sheet2,CK55,**[心拍数]単位,心拍数,単位,心拍数
Sheet2,CQ55,**[心拍数]HL_2,心拍数,HL_2,心拍数
Sheet2,CS55,**[心拍数]結果値_2,心拍数,結果値_2,心拍数
Sheet2,DB55,**[心拍数]単位,心拍数,単位,心拍数
Sheet2,DH55,**[心拍数]HL_3,心拍数,HL_3,心拍数
Sheet2,DJ55,**[心拍数]結果値_3,心拍数,結果値_3,心拍数
Sheet2,DS55,**[心拍数]単位,心拍数,単位,心拍数
Sheet2,A56,**既往歴_状況2_1,,既往歴_状況2_1,
Sheet2,AB56,**[肥満度]基準値,肥満度,基準値,肥満度〔%〕
Sheet2,AG56,**[肥満度]HL_1,肥満度,HL_1,肥満度〔%〕
Sheet2,AI56,**[肥満度]結果値_1,肥満度,結果値_1,肥満度〔%〕
Sheet2,AQ56,**[肥満度]HL_2,肥満度,HL_2,肥満度〔%〕
Sheet2,AS56,**[肥満度]結果値_2,肥満度,結果値_2,肥満度〔%〕
Sheet2,BA56,**[肥満度]HL_3,肥満度,HL_3,肥満度〔%〕
Sheet2,BC56,**[肥満度]結果値_3,肥満度,結果値_3,肥満度〔%〕
Sheet2,BX56,**[判定_消化器]判定_1,判定_消化器,判定_1,検査方法
Sheet2,BZ56,**[胃検査]項目名称_1,胃検査,項目名称_1,検査方法
Sheet2,CQ56,**[胃検査]項目名称_2,胃検査,項目名称_2,検査方法
Sheet2,DH56,**[胃検査]項目名称_3,胃検査,項目名称_3,検査方法
Sheet2,A57,**既往歴_状況3_1,,既往歴_状況3_1,
Sheet2,AB57,**[体脂肪率]基準値,体脂肪率,基準値,体脂肪率〔%〕
Sheet2,AG57,**[体脂肪率]HL_1,体脂肪率,HL_1,体脂肪率〔%〕
Sheet2,AI57,**[体脂肪率]結果値_1,体脂肪率,結果値_1,体脂肪率〔%〕
Sheet2,AQ57,**[体脂肪率]HL_2,体脂肪率,HL_2,体脂肪率〔%〕
Sheet2,AS57,**[体脂肪率]結果値_2,体脂肪率,結果値_2,体脂肪率〔%〕
Sheet2,BA57,**[体脂肪率]HL_3,体脂肪率,HL_3,体脂肪率〔%〕
Sheet2,BC57,**[体脂肪率]結果値_3,体脂肪率,結果値_3,体脂肪率〔%〕
Sheet2,BZ57,**[胃検査所見1]結果値_1,胃検査所見1,結果値_1,食道・胃部・十二指腸
Sheet2,CQ57,**[胃検査所見1]結果値_2,胃検査所見1,結果値_2,食道・胃部・十二指腸
Sheet2,DH57,**[胃検査所見1]結果値_3,胃検査所見1,結果値_3,食道・胃部・十二指腸
Sheet2,A58,**既往歴_状況4_1,,既往歴_状況4_1,
Sheet2,AB58,**[腹囲]基準値,腹囲,基準値,腹囲〔cm〕
Sheet2,AG58,**[腹囲]HL_1,腹囲,HL_1,腹囲〔cm〕
Sheet2,AI58,**[腹囲]結果値_1,腹囲,結果値_1,腹囲〔cm〕
Sheet2,AQ58,**[腹囲]HL_2,腹囲,HL_2,腹囲〔cm〕
Sheet2,AS58,**[腹囲]結果値_2,腹囲,結果値_2,腹囲〔cm〕
Sheet2,BA58,**[腹囲]HL_3,腹囲,HL_3,腹囲〔cm〕
Sheet2,BC58,**[腹囲]結果値_3,腹囲,結果値_3,腹囲〔cm〕
Sheet2,Q59,**[判定_血圧]判定_1,判定_血圧,判定_1,血圧
Sheet2,AB59,**[最高血圧その他]基準値,最高血圧その他,基準値,最高〔mmHg〕
Sheet2,AG59,**[最高血圧その他]HL_1,最高血圧その他,HL_1,最高〔mmHg〕
Sheet2,AI59,**[最高血圧その他]結果値_1,最高血圧その他,結果値_1,最高〔mmHg〕
Sheet2,AQ59,**[最高血圧その他]HL_2,最高血圧その他,HL_2,最高〔mmHg〕
Sheet2,AS59,**[最高血圧その他]結果値_2,最高血圧その他,結果値_2,最高〔mmHg〕
Sheet2,BA59,**[最高血圧その他]HL_3,最高血圧その他,HL_3,最高〔mmHg〕
Sheet2,BC59,**[最高血圧その他]結果値_3,最高血圧その他,結果値_3,最高〔mmHg〕
Sheet2,BZ59,**[胃検査所見2]結果値_1,胃検査所見2,結果値_1,最高〔mmHg〕
Sheet2,CQ59,**[胃検査所見2]結果値_2,胃検査所見2,結果値_2,最高〔mmHg〕
Sheet2,DH59,**[胃検査所見2]結果値_3,胃検査所見2,結果値_3,最高〔mmHg〕
Sheet2,AB60,**[最低血圧その他]基準値,最低血圧その他,基準値,最低
Sheet2,AG60,**[最低血圧その他]HL_1,最低血圧その他,HL_1,最低
Sheet2,AI60,**[最低血圧その他]結果値_1,最低血圧その他,結果値_1,最低
Sheet2,AQ60,**[最低血圧その他]HL_2,最低血圧その他,HL_2,最低
Sheet2,AS60,**[最低血圧その他]結果値_2,最低血圧その他,結果値_2,最低
Sheet2,BA60,**[最低血圧その他]HL_3,最低血圧その他,HL_3,最低
Sheet2,BC60,**[最低血圧その他]結果値_3,最低血圧その他,結果値_3,最低
Sheet2,A61,**[自覚症状1]結果値_1,自覚症状1,結果値_1,
Sheet2,Q61,**[判定_視力]判定_1,判定_視力,判定_1,視力
Sheet2,AB61,**[視力右]基準値,視力右,基準値,裸眼（矯正）
Sheet2,AG61,**[視力右]HL_1,視力右,HL_1,裸眼（矯正）
Sheet2,AH61,**[視力右]結果値_1,視力右,結果値_1,裸眼（矯正）
Sheet2,AL61,**[矯正右]HL_1,矯正右,HL_1,（
Sheet2,AM61,**[矯正右]結果値_1,矯正右,結果値_1,（
Sheet2,AQ61,**[視力右]HL_2,視力右,HL_2,）
Sheet2,AR61,**[視力右]結果値_2,視力右,結果値_2,）
Sheet2,AV61,**[矯正右]HL_2,矯正右,HL_2,（
Sheet2,AW61,**[矯正右]結果値_2,矯正右,結果値_2,（
Sheet2,BA61,**[視力右]HL_3,視力右,HL_3,）
Sheet2,BB61,**[視力右]結果値_3,視力右,結果値_3,）
Sheet2,BF61,**[矯正右]HL_3,矯正右,HL_3,（
Sheet2,BG61,**[矯正右]結果値_3,矯正右,結果値_3,（
Sheet2,BZ61,**[胃検査所見3]結果値_1,胃検査所見3,結果値_1,）
Sheet2,CQ61,**[胃検査所見3]結果値_2,胃検査所見3,結果値_2,）
Sheet2,DH61,**[胃検査所見3]結果値_3,胃検査所見3,結果値_3,）
Sheet2,A62,**[自覚症状2]結果値_1,自覚症状2,結果値_1,
Sheet2,AB62,**[視力左]基準値,視力左,基準値,裸眼（矯正）
Sheet2,AG62,**[視力左]HL_1,視力左,HL_1,裸眼（矯正）
Sheet2,AH62,**[視力左]結果値_1,視力左,結果値_1,裸眼（矯正）
Sheet2,AL62,**[矯正左]HL_1,矯正左,HL_1,（
Sheet2,AM62,**[矯正左]結果値_1,矯正左,結果値_1,（
Sheet2,AQ62,**[視力左]HL_2,視力左,HL_2,）
Sheet2,AR62,**[視力左]結果値_2,視力左,結果値_2,）
Sheet2,AV62,**[矯正左]HL_2,矯正左,HL_2,（
Sheet2,AW62,**[矯正左]結果値_2,矯正左,結果値_2,（
Sheet2,BA62,**[視力左]HL_3,視力左,HL_3,）
Sheet2,BB62,**[視力左]結果値_3,視力左,結果値_3,）
Sheet2,BF62,**[矯正左]HL_3,矯正左,HL_3,（
Sheet2,BG62,**[矯正左]結果値_3,矯正左,結果値_3,（
Sheet2,A63,**[自覚症状3]結果値_1,自覚症状3,結果値_1,
Sheet2,Q63,**[判定_眼圧]判定_1,判定_眼圧,判定_1,眼圧
Sheet2,AB63,**[眼圧右]基準値,眼圧右,基準値,〔mmHg〕
Sheet2,AG63,**[眼圧右]HL_1,眼圧右,HL_1,〔mmHg〕
Sheet2,AI63,**[眼圧右]結果値_1,眼圧右,結果値_1,〔mmHg〕
Sheet2,AQ63,**[眼圧右]HL_2,眼圧右,HL_2,〔mmHg〕
Sheet2,AS63,**[眼圧右]結果値_2,眼圧右,結果値_2,〔mmHg〕
Sheet2,BA63,**[眼圧右]HL_3,眼圧右,HL_3,〔mmHg〕
Sheet2,BC63,**[眼圧右]結果値_3,眼圧右,結果値_3,〔mmHg〕
Sheet2,BX63,**[判定_腹部ｴｺｰ]判定_1,判定_腹部ｴｺｰ,判定_1,超音波
Sheet2,BZ63,**[腹部ｴｺｰ1]結果値_1,腹部ｴｺｰ1,結果値_1,超音波
Sheet2,CQ63,**[腹部ｴｺｰ1]結果値_2,腹部ｴｺｰ1,結果値_2,超音波
Sheet2,DH63,**[腹部ｴｺｰ1]結果値_3,腹部ｴｺｰ1,結果値_3,超音波
Sheet2,A64,**[自覚症状4]結果値_1,自覚症状4,結果値_1,
Sheet2,AB64,**[眼圧左]基準値,眼圧左,基準値,左
Sheet2,AG64,**[眼圧左]HL_1,眼圧左,HL_1,左
Sheet2,AI64,**[眼圧左]結果値_1,眼圧左,結果値_1,左
Sheet2,AQ64,**[眼圧左]HL_2,眼圧左,HL_2,左
Sheet2,AS64,**[眼圧左]結果値_2,眼圧左,結果値_2,左
Sheet2,BA64,**[眼圧左]HL_3,眼圧左,HL_3,左
Sheet2,BC64,**[眼圧左]結果値_3,眼圧左,結果値_3,左
Sheet2,BZ64,**[腹部ｴｺｰ2]結果値_1,腹部ｴｺｰ2,結果値_1,左
Sheet2,CQ64,**[腹部ｴｺｰ2]結果値_2,腹部ｴｺｰ2,結果値_2,左
Sheet2,DH64,**[腹部ｴｺｰ2]結果値_3,腹部ｴｺｰ2,結果値_3,左
Sheet2,Q65,**[判定_眼底]判定_1,判定_眼底,判定_1,眼底
Sheet2,AG65,**[眼底所見右]結果値_1,眼底所見右,結果値_1,所見
Sheet2,AQ65,**[眼底所見右]結果値_2,眼底所見右,結果値_2,所見
Sheet2,BA65,**[眼底所見右]結果値_3,眼底所見右,結果値_3,所見
Sheet2,BZ65,**[腹部ｴｺｰ3]結果値_1,腹部ｴｺｰ3,結果値_1,所見
Sheet2,CQ65,**[腹部ｴｺｰ3]結果値_2,腹部ｴｺｰ3,結果値_2,所見
Sheet2,DH65,**[腹部ｴｺｰ3]結果値_3,腹部ｴｺｰ3,結果値_3,所見
Sheet2,AG66,**[眼底所見左]結果値_1,眼底所見左,結果値_1,左
Sheet2,AQ66,**[眼底所見左]結果値_2,眼底所見左,結果値_2,左
Sheet2,BA66,**[眼底所見左]結果値_3,眼底所見左,結果値_3,左
Sheet2,BX66,**[喀痰細胞診]判定_1,喀痰細胞診,判定_1,喀　痰
Sheet2,BZ66,**[喀痰細胞診]結果値_1,喀痰細胞診,結果値_1,喀　痰
Sheet2,CQ66,**[喀痰細胞診]結果値_2,喀痰細胞診,結果値_2,喀　痰
Sheet2,DH66,**[喀痰細胞診]結果値_3,喀痰細胞診,結果値_3,喀　痰
Sheet2,A67,**[内科診察1]結果値_1,内科診察1,結果値_1,
Sheet2,Q67,**[判定_聴力]判定_1,判定_聴力,判定_1,聴　力
Sheet2,AB67,**[聴力右1000]基準値,聴力右1000,基準値,1000Hz〔dB〕
Sheet2,AG67,**[聴力右1000]HL_1,聴力右1000,HL_1,1000Hz〔dB〕
Sheet2,AI67,**[聴力右1000]結果値_1,聴力右1000,結果値_1,1000Hz〔dB〕
Sheet2,AQ67,**[聴力右1000]HL_2,聴力右1000,HL_2,1000Hz〔dB〕
Sheet2,AS67,**[聴力右1000]結果値_2,聴力右1000,結果値_2,1000Hz〔dB〕
Sheet2,BA67,**[聴力右1000]HL_3,聴力右1000,HL_3,1000Hz〔dB〕
Sheet2,BC67,**[聴力右1000]結果値_3,聴力右1000,結果値_3,1000Hz〔dB〕
Sheet2,BX67,**[骨密度]判定_1,骨密度,判定_1,骨密度
Sheet2,BZ67,**[骨密度1]結果値_1,骨密度1,結果値_1,骨密度
Sheet2,CQ67,**[骨密度1]結果値_2,骨密度1,結果値_2,骨密度
Sheet2,DH67,**[骨密度1]結果値_3,骨密度1,結果値_3,骨密度
Sheet2,A68,**[内科診察2]結果値_1,内科診察2,結果値_1,
Sheet2,AB68,**[聴力右4000]基準値,聴力右4000,基準値,4000Hz
Sheet2,AG68,**[聴力右4000]HL_1,聴力右4000,HL_1,4000Hz
Sheet2,AI68,**[聴力右4000]結果値_1,聴力右4000,結果値_1,4000Hz
Sheet2,AQ68,**[聴力右4000]HL_2,聴力右4000,HL_2,4000Hz
Sheet2,AS68,**[聴力右4000]結果値_2,聴力右4000,結果値_2,4000Hz
Sheet2,BA68,**[聴力右4000]HL_3,聴力右4000,HL_3,4000Hz
Sheet2,BC68,**[聴力右4000]結果値_3,聴力右4000,結果値_3,4000Hz
Sheet2,BZ68,**[骨密度2]結果値_1,骨密度2,結果値_1,4000Hz
Sheet2,CQ68,**[骨密度2]結果値_2,骨密度2,結果値_2,4000Hz
Sheet2,DH68,**[骨密度2]結果値_3,骨密度2,結果値_3,4000Hz
Sheet2,A69,**[内科診察3]結果値_1,内科診察3,結果値_1,
Sheet2,AB69,**[聴力左1000]基準値,聴力左1000,基準値,1000Hz
Sheet2,AG69,**[聴力左1000]HL_1,聴力左1000,HL_1,1000Hz
Sheet2,AI69,**[聴力左1000]結果値_1,聴力左1000,結果値_1,1000Hz
Sheet2,AQ69,**[聴力左1000]HL_2,聴力左1000,HL_2,1000Hz
Sheet2,AS69,**[聴力左1000]結果値_2,聴力左1000,結果値_2,1000Hz
Sheet2,BA69,**[聴力左1000]HL_3,聴力左1000,HL_3,1000Hz
Sheet2,BC69,**[聴力左1000]結果値_3,聴力左1000,結果値_3,1000Hz
Sheet2,BZ69,**[骨密度3]結果値_1,骨密度3,結果値_1,1000Hz
Sheet2,CQ69,**[骨密度3]結果値_2,骨密度3,結果値_2,1000Hz
Sheet2,DH69,**[骨密度3]結果値_3,骨密度3,結果値_3,1000Hz
Sheet2,A70,**[内科診察4]結果値_1,内科診察4,結果値_1,
Sheet2,AB70,**[聴力左4000]基準値,聴力左4000,基準値,4000Hz
Sheet2,AG70,**[聴力左4000]HL_1,聴力左4000,HL_1,4000Hz
Sheet2,AI70,**[聴力左4000]結果値_1,聴力左4000,結果値_1,4000Hz
Sheet2,AQ70,**[聴力左4000]HL_2,聴力左4000,HL_2,4000Hz
Sheet2,AS70,**[聴力左4000]結果値_2,聴力左4000,結果値_2,4000Hz
Sheet2,BA70,**[聴力左4000]HL_3,聴力左4000,HL_3,4000Hz
Sheet2,BC70,**[聴力左4000]結果値_3,聴力左4000,結果値_3,4000Hz
Sheet2,BX70,**[判定_乳腺ｴｺｰ]判定_1,判定_乳腺ｴｺｰ,判定_1,乳　房
Sheet2,BZ70,**[乳腺ｴｺｰ1]結果値_1,乳腺ｴｺｰ1,結果値_1,乳　房
Sheet2,CQ70,**[乳腺ｴｺｰ1]結果値_2,乳腺ｴｺｰ1,結果値_2,乳　房
Sheet2,DH70,**[乳腺ｴｺｰ1]結果値_3,乳腺ｴｺｰ1,結果値_3,乳　房
Sheet2,Q71,**[判定_肺機能]判定_1,判定_肺機能,判定_1,肺機能
Sheet2,AB71,**[肺活量]基準値,肺活量,基準値,肺活量〔L〕
Sheet2,AG71,**[肺活量]HL_1,肺活量,HL_1,肺活量〔L〕
Sheet2,AI71,**[肺活量]結果値_1,肺活量,結果値_1,肺活量〔L〕
Sheet2,AQ71,**[肺活量]HL_2,肺活量,HL_2,肺活量〔L〕
Sheet2,AS71,**[肺活量]結果値_2,肺活量,結果値_2,肺活量〔L〕
Sheet2,BA71,**[肺活量]HL_3,肺活量,HL_3,肺活量〔L〕
Sheet2,BC71,**[肺活量]結果値_3,肺活量,結果値_3,肺活量〔L〕
Sheet2,AB72,**[予測肺活量]基準値,予測肺活量,基準値,予測肺活量〔L〕
Sheet2,AG72,**[予測肺活量]HL_1,予測肺活量,HL_1,予測肺活量〔L〕
Sheet2,AI72,**[予測肺活量]結果値_1,予測肺活量,結果値_1,予測肺活量〔L〕
Sheet2,AQ72,**[予測肺活量]HL_2,予測肺活量,HL_2,予測肺活量〔L〕
Sheet2,AS72,**[予測肺活量]結果値_2,予測肺活量,結果値_2,予測肺活量〔L〕
Sheet2,BA72,**[予測肺活量]HL_3,予測肺活量,HL_3,予測肺活量〔L〕
Sheet2,BC72,**[予測肺活量]結果値_3,予測肺活量,結果値_3,予測肺活量〔L〕
Sheet2,BZ72,**[乳腺ｴｺｰ2]結果値_1,乳腺ｴｺｰ2,結果値_1,予測肺活量〔L〕
Sheet2,CQ72,**[乳腺ｴｺｰ2]結果値_2,乳腺ｴｺｰ2,結果値_2,予測肺活量〔L〕
Sheet2,DH72,**[乳腺ｴｺｰ2]結果値_3,乳腺ｴｺｰ2,結果値_3,予測肺活量〔L〕
Sheet2,F73,**[薬剤治療中1]結果値_1,薬剤治療中1,結果値_1,血圧の薬
Sheet2,AB73,**[%肺活量]基準値,%肺活量,基準値,％肺活量〔%〕
Sheet2,AG73,**[%肺活量]HL_1,%肺活量,HL_1,％肺活量〔%〕
Sheet2,AI73,**[%肺活量]結果値_1,%肺活量,結果値_1,％肺活量〔%〕
Sheet2,AQ73,**[%肺活量]HL_2,%肺活量,HL_2,％肺活量〔%〕
Sheet2,AS73,**[%肺活量]結果値_2,%肺活量,結果値_2,％肺活量〔%〕
Sheet2,BA73,**[%肺活量]HL_3,%肺活量,HL_3,％肺活量〔%〕
Sheet2,BC73,**[%肺活量]結果値_3,%肺活量,結果値_3,％肺活量〔%〕
Sheet2,F74,**[薬剤治療中2]結果値_1,薬剤治療中2,結果値_1,血糖の薬
Sheet2,AB74,**[努力性肺活量]基準値,努力性肺活量,基準値,努力性肺活量〔L〕
Sheet2,AG74,**[努力性肺活量]HL_1,努力性肺活量,HL_1,努力性肺活量〔L〕
Sheet2,AI74,**[努力性肺活量]結果値_1,努力性肺活量,結果値_1,努力性肺活量〔L〕
Sheet2,AQ74,**[努力性肺活量]HL_2,努力性肺活量,HL_2,努力性肺活量〔L〕
Sheet2,AS74,**[努力性肺活量]結果値_2,努力性肺活量,結果値_2,努力性肺活量〔L〕
Sheet2,BA74,**[努力性肺活量]HL_3,努力性肺活量,HL_3,努力性肺活量〔L〕
Sheet2,BC74,**[努力性肺活量]結果値_3,努力性肺活量,結果値_3,努力性肺活量〔L〕
Sheet2,BZ74,**[乳腺ｴｺｰ3]結果値_1,乳腺ｴｺｰ3,結果値_1,努力性肺活量〔L〕
Sheet2,CQ74,**[乳腺ｴｺｰ3]結果値_2,乳腺ｴｺｰ3,結果値_2,努力性肺活量〔L〕
Sheet2,DH74,**[乳腺ｴｺｰ3]結果値_3,乳腺ｴｺｰ3,結果値_3,努力性肺活量〔L〕
Sheet2,F75,**[薬剤治療中3]結果値_1,薬剤治療中3,結果値_1,脂質の薬
Sheet2,AB75,**[1秒量]基準値,1秒量,基準値,1秒量〔L〕
Sheet2,AG75,**[1秒量]HL_1,1秒量,HL_1,1秒量〔L〕
Sheet2,AI75,**[1秒量]結果値_1,1秒量,結果値_1,1秒量〔L〕
Sheet2,AQ75,**[1秒量]HL_2,1秒量,HL_2,1秒量〔L〕
Sheet2,AS75,**[1秒量]結果値_2,1秒量,結果値_2,1秒量〔L〕
Sheet2,BA75,**[1秒量]HL_3,1秒量,HL_3,1秒量〔L〕
Sheet2,BC75,**[1秒量]結果値_3,1秒量,結果値_3,1秒量〔L〕
Sheet2,AB76,**[1秒率]基準値,1秒率,基準値,1秒率〔%〕
Sheet2,AG76,**[1秒率]HL_1,1秒率,HL_1,1秒率〔%〕
Sheet2,AI76,**[1秒率]結果値_1,1秒率,結果値_1,1秒率〔%〕
Sheet2,AQ76,**[1秒率]HL_2,1秒率,HL_2,1秒率〔%〕
Sheet2,AS76,**[1秒率]結果値_2,1秒率,結果値_2,1秒率〔%〕
Sheet2,BA76,**[1秒率]HL_3,1秒率,HL_3,1秒率〔%〕
Sheet2,BC76,**[1秒率]結果値_3,1秒率,結果値_3,1秒率〔%〕
Sheet2,BX76,**[判定_子宮頸部]判定_1,判定_子宮頸部,判定_1,子　宮
Sheet2,CE76,**[子宮頸部細胞診1]結果値_1,子宮頸部細胞診1,結果値_1,<分類Ⅰ>
Sheet2,CV76,**[子宮頸部細胞診1]結果値_2,子宮頸部細胞診1,結果値_2,<分類Ⅰ>
Sheet2,DM76,**[子宮頸部細胞診1]結果値_3,子宮頸部細胞診1,結果値_3,<分類Ⅰ>
Sheet2,F77,**[特定健診_質問8]結果値_1,特定健診_質問8,結果値_1,喫煙歴
Sheet2,AB77,**[%1秒量]基準値,%1秒量,基準値,％1秒量〔%〕
Sheet2,AG77,**[%1秒量]HL_1,%1秒量,HL_1,％1秒量〔%〕
Sheet2,AI77,**[%1秒量]結果値_1,%1秒量,結果値_1,％1秒量〔%〕
Sheet2,AQ77,**[%1秒量]HL_2,%1秒量,HL_2,％1秒量〔%〕
Sheet2,AS77,**[%1秒量]結果値_2,%1秒量,結果値_2,％1秒量〔%〕
Sheet2,BA77,**[%1秒量]HL_3,%1秒量,HL_3,％1秒量〔%〕
Sheet2,BC77,**[%1秒量]結果値_3,%1秒量,結果値_3,％1秒量〔%〕
Sheet2,CE77,**[子宮頸部細胞診2]結果値_1,子宮頸部細胞診2,結果値_1,<分類Ⅱ>
Sheet2,CV77,**[子宮頸部細胞診2]結果値_2,子宮頸部細胞診2,結果値_2,<分類Ⅱ>
Sheet2,DM77,**[子宮頸部細胞診2]結果値_3,子宮頸部細胞診2,結果値_3,<分類Ⅱ>
